ORIGIN,DESTINATION,count,reverse_count,round_trips,ROUTE
BOS,SRQ,129,129,129,BOS-SRQ
SDF,MCO,129,131,129,SDF-MCO
PHX,RDU,129,129,129,PHX-RDU
BDL,DEN,128,128,128,BDL-DEN
DEN,BDL,128,128,128,DEN-BDL
PBI,BDL,128,128,128,PBI-BDL
FAT,LAS,128,128,128,FAT-LAS
BDL,PBI,128,128,128,BDL-PBI
LAS,FAT,128,128,128,LAS-FAT
ORD,UIN,130,127,127,ORD-UIN
CVG,MCI,127,127,127,CVG-MCI
SFO,CLE,127,127,127,SFO-CLE
DTW,CHA,128,127,127,DTW-CHA
VEL,DEN,127,130,127,VEL-DEN
DEN,VEL,130,127,127,DEN-VEL
UIN,ORD,127,130,127,UIN-ORD
CLE,SFO,127,127,127,CLE-SFO
CLE,MKE,127,129,127,CLE-MKE
CHA,DTW,127,128,127,CHA-DTW
MCI,CVG,127,127,127,MCI-CVG
MKE,CLE,129,127,127,MKE-CLE
JFK,SAT,125,314,125,JFK-SAT
SAT,JFK,314,125,125,SAT-JFK
ABE,SFB,124,124,124,ABE-SFB
SFB,ABE,124,124,124,SFB-ABE
DFW,OGG,123,123,123,DFW-OGG
SFO,JAC,125,123,123,SFO-JAC
JAC,SFO,123,125,123,JAC-SFO
TPA,MCI,123,126,123,TPA-MCI
OGG,DFW,123,123,123,OGG-DFW
MCI,TPA,126,123,123,MCI-TPA
PBG,FLL,122,122,122,PBG-FLL
SFO,OMA,125,122,122,SFO-OMA
OMA,SFO,122,125,122,OMA-SFO
FLL,PBG,122,122,122,FLL-PBG
CVG,SLC,121,121,121,CVG-SLC
SLC,CVG,121,121,121,SLC-CVG
GRR,RSW,121,121,121,GRR-RSW
RSW,GRR,121,121,121,RSW-GRR
DTW,SWF,121,121,121,DTW-SWF
SWF,DTW,121,121,121,SWF-DTW
TYS,EWR,123,120,120,TYS-EWR
EWR,TYS,120,123,120,EWR-TYS
IPT,PHL,120,123,120,IPT-PHL
PHL,IPT,123,120,120,PHL-IPT
PIT,LAX,119,122,119,PIT-LAX
LAX,PIT,122,119,119,LAX-PIT
IAH,GRR,120,119,119,IAH-GRR
GRR,IAH,119,120,119,GRR-IAH
PHX,OGG,120,119,119,PHX-OGG
OGG,PHX,119,120,119,OGG-PHX
TPA,SEA,117,117,117,TPA-SEA
SEA,TPA,117,117,117,SEA-TPA
PQI,EWR,115,116,115,PQI-EWR
GUM,SPN,115,115,115,GUM-SPN
SAN,BNA,127,115,115,SAN-BNA
EWR,PQI,116,115,115,EWR-PQI
BNA,SAN,115,127,115,BNA-SAN
LAS,TUL,115,115,115,LAS-TUL
SPN,GUM,115,115,115,SPN-GUM
TUL,LAS,115,115,115,TUL-LAS
ICT,LAS,115,114,114,ICT-LAS
MSP,OKC,114,115,114,MSP-OKC
CRW,DCA,120,114,114,CRW-DCA
MSY,SAT,116,114,114,MSY-SAT
DCA,CRW,114,120,114,DCA-CRW
LAS,ICT,114,115,114,LAS-ICT
DEN,ORF,114,114,114,DEN-ORF
ORF,DEN,114,114,114,ORF-DEN
OKC,MSP,115,114,114,OKC-MSP
SAT,MSY,114,116,114,SAT-MSY
GRR,PHX,113,113,113,GRR-PHX
PHX,GRR,113,113,113,PHX-GRR
MSP,SBN,112,113,112,MSP-SBN
SBN,MSP,113,112,112,SBN-MSP
SJC,IAH,111,112,111,SJC-IAH
IAD,FAY,111,111,111,IAD-FAY
TPA,AUS,111,111,111,TPA-AUS
FAY,IAD,111,111,111,FAY-IAD
LAX,BZN,111,112,111,LAX-BZN
IAH,SJC,112,111,111,IAH-SJC
AUS,TPA,111,111,111,AUS-TPA
BZN,LAX,112,111,111,BZN-LAX
IND,SFO,109,109,109,IND-SFO
DTW,MQT,109,109,109,DTW-MQT
FLL,SYR,109,109,109,FLL-SYR
SFO,IND,109,109,109,SFO-IND
SYR,FLL,109,109,109,SYR-FLL
GRR,SFB,109,109,109,GRR-SFB
MQT,DTW,109,109,109,MQT-DTW
SFB,GRR,109,109,109,SFB-GRR
DAL,ECP,108,108,108,DAL-ECP
ECP,DAL,108,108,108,ECP-DAL
SEA,LGB,108,108,108,SEA-LGB
LGB,SEA,108,108,108,LGB-SEA
PDX,MDW,109,107,107,PDX-MDW
LAX,JAC,109,107,107,LAX-JAC
MDW,PDX,107,109,107,MDW-PDX
SFB,TYS,107,107,107,SFB-TYS
JAC,LAX,107,109,107,JAC-LAX
TYS,SFB,107,107,107,TYS-SFB
IND,HOU,106,110,106,IND-HOU
HOU,IND,110,106,106,HOU-IND
DFW,GUC,106,106,106,DFW-GUC
PHX,LIH,107,106,106,PHX-LIH
LIH,PHX,106,107,106,LIH-PHX
GUC,DFW,106,106,106,GUC-DFW
SRQ,JFK,105,105,105,SRQ-JFK
DAL,SLC,105,105,105,DAL-SLC
LAS,BUF,105,106,105,LAS-BUF
GRR,PIE,105,105,105,GRR-PIE
SLC,DAL,105,105,105,SLC-DAL
BUF,LAS,106,105,105,BUF-LAS
JFK,SRQ,105,105,105,JFK-SRQ
PIE,GRR,105,105,105,PIE-GRR
MSY,PHX,105,103,103,MSY-PHX
SDF,LAS,104,103,103,SDF-LAS
LAS,SDF,103,104,103,LAS-SDF
PHX,MSY,103,105,103,PHX-MSY
PVU,AZA,102,102,102,PVU-AZA
AZA,PVU,102,102,102,AZA-PVU
TPA,MHT,104,102,102,TPA-MHT
MHT,TPA,102,104,102,MHT-TPA
SFO,PIT,102,101,101,SFO-PIT
IAH,PBI,101,103,101,IAH-PBI
PBI,IAH,103,101,101,PBI-IAH
PIT,SFO,101,102,101,PIT-SFO
MKE,FLL,101,102,101,MKE-FLL
MSP,AZO,101,101,101,MSP-AZO
FLL,MKE,102,101,101,FLL-MKE
AZO,MSP,101,101,101,AZO-MSP
LAX,PAE,100,101,100,LAX-PAE
OTZ,ANC,100,162,100,OTZ-ANC
AZA,FAR,100,100,100,AZA-FAR
IAD,SJU,100,101,100,IAD-SJU
FAR,AZA,100,100,100,FAR-AZA
LAS,MAF,100,103,100,LAS-MAF
PHX,KOA,101,100,100,PHX-KOA
SJU,IAD,101,100,100,SJU-IAD
KOA,PHX,100,101,100,KOA-PHX
ANC,OTZ,162,100,100,ANC-OTZ
PAE,LAX,101,100,100,PAE-LAX
MAF,LAS,103,100,100,MAF-LAS
CVG,AUS,99,99,99,CVG-AUS
ORD,MTJ,100,99,99,ORD-MTJ
IND,DAL,101,99,99,IND-DAL
AUS,CVG,99,99,99,AUS-CVG
CMH,DAL,100,99,99,CMH-DAL
DAL,IND,99,101,99,DAL-IND
MTJ,ORD,99,100,99,MTJ-ORD
DAL,CMH,99,100,99,DAL-CMH
TPA,SDF,98,98,98,TPA-SDF
DAL,RDU,98,99,98,DAL-RDU
SDF,TPA,98,98,98,SDF-TPA
RDU,DAL,99,98,98,RDU-DAL
ORD,CRW,97,98,97,ORD-CRW
EGE,LAX,97,98,97,EGE-LAX
PSE,MCO,97,97,97,PSE-MCO
LAX,SGU,97,97,97,LAX-SGU
DCA,EYW,97,97,97,DCA-EYW
EYW,DCA,97,97,97,EYW-DCA
CRW,ORD,98,97,97,CRW-ORD
DFW,HDN,97,97,97,DFW-HDN
DFW,SRQ,97,97,97,DFW-SRQ
LAX,EGE,98,97,97,LAX-EGE
DAL,OMA,97,97,97,DAL-OMA
SRQ,DFW,97,97,97,SRQ-DFW
OMA,DAL,97,97,97,OMA-DAL
SGU,LAX,97,97,97,SGU-LAX
ALB,TPA,97,102,97,ALB-TPA
TPA,ALB,102,97,97,TPA-ALB
MCO,PSE,97,97,97,MCO-PSE
HDN,DFW,97,97,97,HDN-DFW
ORF,MDW,100,96,96,ORF-MDW
MDW,ORF,96,100,96,MDW-ORF
STL,RDU,96,101,96,STL-RDU
SFO,TPA,97,96,96,SFO-TPA
RDU,STL,101,96,96,RDU-STL
TPA,SFO,96,97,96,TPA-SFO
CVG,PGD,96,96,96,CVG-PGD
PAE,PDX,96,96,96,PAE-PDX
PGD,CVG,96,96,96,PGD-CVG
PDX,PAE,96,96,96,PDX-PAE
CHS,BNA,95,95,95,CHS-BNA
IAD,MIA,95,96,95,IAD-MIA
BZN,DFW,95,95,95,BZN-DFW
SFB,AVL,95,95,95,SFB-AVL
AVL,SFB,95,95,95,AVL-SFB
STT,ATL,95,95,95,STT-ATL
OME,ANC,148,95,95,OME-ANC
ANC,DEN,95,95,95,ANC-DEN
ATL,STT,95,95,95,ATL-STT
DFW,BZN,95,95,95,DFW-BZN
ANC,OME,95,148,95,ANC-OME
DEN,ANC,95,95,95,DEN-ANC
MSN,PHX,95,97,95,MSN-PHX
PHX,MSN,97,95,95,PHX-MSN
MIA,IAD,96,95,95,MIA-IAD
BNA,CHS,95,95,95,BNA-CHS
MIA,GSO,94,94,94,MIA-GSO
SAT,TPA,94,95,94,SAT-TPA
DEN,OGG,94,94,94,DEN-OGG
GSO,MIA,94,94,94,GSO-MIA
OGG,DEN,94,94,94,OGG-DEN
MSO,PDX,94,94,94,MSO-PDX
MEM,TPA,94,95,94,MEM-TPA
PDX,MSO,94,94,94,PDX-MSO
IAH,MTJ,94,94,94,IAH-MTJ
MTJ,IAH,94,94,94,MTJ-IAH
TPA,MEM,95,94,94,TPA-MEM
TPA,SAT,95,94,94,TPA-SAT
JFK,PSP,94,93,93,JFK-PSP
BWI,SEA,93,93,93,BWI-SEA
RDU,CMH,93,93,93,RDU-CMH
LIH,KOA,94,93,93,LIH-KOA
MIA,SEA,93,93,93,MIA-SEA
CMH,RDU,93,93,93,CMH-RDU
LAX,PSP,93,93,93,LAX-PSP
SEA,MIA,93,93,93,SEA-MIA
FCA,MSP,94,93,93,FCA-MSP
FSD,AZA,93,93,93,FSD-AZA
SEA,ABQ,93,93,93,SEA-ABQ
AZA,FSD,93,93,93,AZA-FSD
MSP,FCA,93,94,93,MSP-FCA
PSP,LAX,93,93,93,PSP-LAX
PSP,JFK,93,94,93,PSP-JFK
ABQ,SEA,93,93,93,ABQ-SEA
KOA,LIH,93,94,93,KOA-LIH
SEA,BWI,93,93,93,SEA-BWI
HOU,JAX,92,92,92,HOU-JAX
SMF,DAL,93,92,92,SMF-DAL
CVG,SFB,92,92,92,CVG-SFB
DAL,SMF,92,93,92,DAL-SMF
JAX,HOU,92,92,92,JAX-HOU
HNL,JFK,92,92,92,HNL-JFK
SFB,CVG,92,92,92,SFB-CVG
JFK,HNL,92,92,92,JFK-HNL
JFK,BQN,93,92,92,JFK-BQN
BQN,JFK,92,93,92,BQN-JFK
HOU,RDU,91,91,91,HOU-RDU
GEG,SMF,91,91,91,GEG-SMF
AZA,BIS,91,91,91,AZA-BIS
SMF,GEG,91,91,91,SMF-GEG
DAY,EWR,91,91,91,DAY-EWR
SEA,GTF,92,91,91,SEA-GTF
GTF,SEA,91,92,91,GTF-SEA
ILM,ORD,92,91,91,ILM-ORD
ORD,ILM,91,92,91,ORD-ILM
BIS,AZA,91,91,91,BIS-AZA
EWR,DAY,91,91,91,EWR-DAY
RDU,MCI,91,92,91,RDU-MCI
MCI,RDU,92,91,91,MCI-RDU
RDU,HOU,91,91,91,RDU-HOU
MCO,PDX,90,90,90,MCO-PDX
PDX,KOA,90,90,90,PDX-KOA
IAD,PHX,90,90,90,IAD-PHX
SMF,HNL,90,90,90,SMF-HNL
ICT,PHX,90,90,90,ICT-PHX
MRY,SAN,90,90,90,MRY-SAN
GEG,LAX,90,90,90,GEG-LAX
CHS,FLL,90,90,90,CHS-FLL
GEG,SJC,90,90,90,GEG-SJC
BIL,DFW,90,90,90,BIL-DFW
MCO,ROC,93,90,90,MCO-ROC
SUX,DFW,91,90,90,SUX-DFW
MSO,DFW,90,90,90,MSO-DFW
STT,IAD,90,90,90,STT-IAD
PHL,PNS,90,90,90,PHL-PNS
DFW,MSO,90,90,90,DFW-MSO
SMF,OGG,90,90,90,SMF-OGG
AUS,LGB,90,90,90,AUS-LGB
IAD,STT,90,90,90,IAD-STT
SEA,SBP,90,90,90,SEA-SBP
SAN,OMA,90,90,90,SAN-OMA
LGB,AUS,90,90,90,LGB-AUS
DCA,SLC,90,90,90,DCA-SLC
HOU,SDF,90,90,90,HOU-SDF
DFW,SUX,90,91,90,DFW-SUX
ANC,HNL,90,90,90,ANC-HNL
DFW,SJU,90,90,90,DFW-SJU
BZN,PDX,90,90,90,BZN-PDX
ROC,MCO,90,93,90,ROC-MCO
SAN,STS,90,90,90,SAN-STS
PDX,SBA,90,90,90,PDX-SBA
LIH,PDX,90,90,90,LIH-PDX
LGB,PDX,90,90,90,LGB-PDX
SAN,MRY,90,90,90,SAN-MRY
DFW,BIL,90,90,90,DFW-BIL
PDX,MCO,90,90,90,PDX-MCO
MSP,GTF,90,90,90,MSP-GTF
LGA,SRQ,90,90,90,LGA-SRQ
PDX,LGB,90,90,90,PDX-LGB
PHL,SAT,90,90,90,PHL-SAT
PDX,LIH,90,90,90,PDX-LIH
PIT,HOU,91,90,90,PIT-HOU
MSP,PSP,90,90,90,MSP-PSP
ATL,HDN,90,90,90,ATL-HDN
HNL,EWR,90,90,90,HNL-EWR
SJU,DFW,90,90,90,SJU-DFW
OMA,SAN,90,90,90,OMA-SAN
MCI,MSY,91,90,90,MCI-MSY
BQN,EWR,90,90,90,BQN-EWR
ONT,DAL,90,90,90,ONT-DAL
EYW,DFW,90,90,90,EYW-DFW
SBA,PDX,90,90,90,SBA-PDX
PSP,EWR,90,90,90,PSP-EWR
HNL,IAH,90,90,90,HNL-IAH
PSP,MSP,90,90,90,PSP-MSP
GTF,MSP,90,90,90,GTF-MSP
PHX,IAD,90,90,90,PHX-IAD
OAK,ATL,90,90,90,OAK-ATL
SBP,SEA,90,90,90,SBP-SEA
HNL,ATL,90,90,90,HNL-ATL
PNS,PHL,90,90,90,PNS-PHL
EWR,PSP,90,90,90,EWR-PSP
HNL,ANC,90,90,90,HNL-ANC
HDN,ATL,90,90,90,HDN-ATL
EWR,BQN,90,90,90,EWR-BQN
PIT,SLC,90,90,90,PIT-SLC
ATL,OAK,90,90,90,ATL-OAK
ATL,HNL,90,90,90,ATL-HNL
PIT,RDU,90,90,90,PIT-RDU
OKC,SEA,90,90,90,OKC-SEA
OGG,SMF,90,90,90,OGG-SMF
SDF,HOU,90,90,90,SDF-HOU
IAH,HNL,90,90,90,IAH-HNL
EWR,HNL,90,90,90,EWR-HNL
DFW,EYW,90,90,90,DFW-EYW
SLC,DCA,90,90,90,SLC-DCA
OAK,BNA,90,90,90,OAK-BNA
HNL,SMF,90,90,90,HNL-SMF
LAX,GEG,90,90,90,LAX-GEG
PHX,ICT,90,90,90,PHX-ICT
HOU,PIT,90,91,90,HOU-PIT
SAT,MIA,90,90,90,SAT-MIA
KOA,PDX,90,90,90,KOA-PDX
SAT,PHL,90,90,90,SAT-PHL
RDU,PIT,90,90,90,RDU-PIT
SAT,SFO,90,90,90,SAT-SFO
SJC,GEG,90,90,90,SJC-GEG
SRQ,LGA,90,90,90,SRQ-LGA
PHX,MTJ,90,90,90,PHX-MTJ
STS,SAN,90,90,90,STS-SAN
SLC,PIT,90,90,90,SLC-PIT
FLL,CHS,90,90,90,FLL-CHS
MSY,MCI,90,91,90,MSY-MCI
DAL,ONT,90,90,90,DAL-ONT
MTJ,PHX,90,90,90,MTJ-PHX
SEA,OKC,90,90,90,SEA-OKC
MIA,SAT,90,90,90,MIA-SAT
PDX,BZN,90,90,90,PDX-BZN
BNA,OAK,90,90,90,BNA-OAK
SFO,SAT,90,90,90,SFO-SAT
PDX,DTW,89,89,89,PDX-DTW
DFW,GEG,90,89,89,DFW-GEG
IAH,CAE,90,89,89,IAH-CAE
DEN,LIH,89,89,89,DEN-LIH
PHL,DAL,89,89,89,PHL-DAL
DEN,KOA,89,89,89,DEN-KOA
DEN,HNL,89,89,89,DEN-HNL
TPA,ACY,89,89,89,TPA-ACY
PBI,ACY,89,89,89,PBI-ACY
ATL,EGE,89,89,89,ATL-EGE
MCO,ORH,89,89,89,MCO-ORH
IAD,AVL,90,89,89,IAD-AVL
ORH,MCO,89,89,89,ORH-MCO
SEA,STS,89,89,89,SEA-STS
PDX,DCA,89,89,89,PDX-DCA
LIT,LAS,90,89,89,LIT-LAS
PDX,STS,89,89,89,PDX-STS
LIH,DEN,89,89,89,LIH-DEN
SLC,HNL,90,89,89,SLC-HNL
MSP,TYS,89,89,89,MSP-TYS
KOA,DEN,89,89,89,KOA-DEN
ACY,PBI,89,89,89,ACY-PBI
SLC,RAP,89,89,89,SLC-RAP
CLT,STT,89,89,89,CLT-STT
LAX,MEM,90,89,89,LAX-MEM
ACY,TPA,89,89,89,ACY-TPA
MIA,SAN,89,89,89,MIA-SAN
RAP,SLC,89,89,89,RAP-SLC
JFK,ONT,89,89,89,JFK-ONT
TUS,MDW,90,89,89,TUS-MDW
STL,PIT,89,90,89,STL-PIT
MYR,FLL,89,89,89,MYR-FLL
OAK,AUS,89,90,89,OAK-AUS
LAX,XNA,89,89,89,LAX-XNA
JAX,MDW,89,89,89,JAX-MDW
OAK,DFW,89,89,89,OAK-DFW
PSC,MSP,89,89,89,PSC-MSP
DFW,OAK,89,89,89,DFW-OAK
PNS,HOU,89,90,89,PNS-HOU
PIT,STL,90,89,89,PIT-STL
CVG,PIE,89,89,89,CVG-PIE
SAT,SEA,89,89,89,SAT-SEA
AUS,DCA,89,89,89,AUS-DCA
FLL,MYR,89,89,89,FLL-MYR
MSP,PSC,89,89,89,MSP-PSC
LAS,LIT,89,90,89,LAS-LIT
AVL,IAD,89,90,89,AVL-IAD
XNA,LAX,89,89,89,XNA-LAX
CHS,HOU,89,89,89,CHS-HOU
GEG,DFW,89,90,89,GEG-DFW
AUS,OAK,90,89,89,AUS-OAK
SAN,MIA,89,89,89,SAN-MIA
ROC,TPA,89,90,89,ROC-TPA
LAS,DCA,90,89,89,LAS-DCA
CAE,IAH,89,90,89,CAE-IAH
SNA,STS,89,89,89,SNA-STS
TYS,MSP,89,89,89,TYS-MSP
RNO,LGB,89,90,89,RNO-LGB
ABQ,MDW,93,89,89,ABQ-MDW
BZN,EWR,89,89,89,BZN-EWR
LAS,BHM,89,89,89,LAS-BHM
SAT,FLL,90,89,89,SAT-FLL
FLL,STT,89,89,89,FLL-STT
CLT,DAL,89,90,89,CLT-DAL
FLL,SAT,89,90,89,FLL-SAT
KTN,SIT,90,89,89,KTN-SIT
OKC,DTW,89,89,89,OKC-DTW
EWR,STT,90,89,89,EWR-STT
EWR,BZN,89,89,89,EWR-BZN
STT,FLL,89,89,89,STT-FLL
EGE,ATL,89,89,89,EGE-ATL
STS,SNA,89,89,89,STS-SNA
DAL,PHL,89,89,89,DAL-PHL
BHM,LAS,89,89,89,BHM-LAS
STT,CLT,89,89,89,STT-CLT
MDW,JAX,89,89,89,MDW-JAX
DTW,OKC,89,89,89,DTW-OKC
STT,EWR,89,90,89,STT-EWR
DCA,AUS,89,89,89,DCA-AUS
SEA,SAT,89,89,89,SEA-SAT
HOU,CHS,89,89,89,HOU-CHS
HOU,PNS,90,89,89,HOU-PNS
DCA,LAS,89,90,89,DCA-LAS
MDW,ABQ,89,93,89,MDW-ABQ
SIT,KTN,89,90,89,SIT-KTN
DCA,PDX,89,89,89,DCA-PDX
PHX,AMA,90,89,89,PHX-AMA
DCA,SJU,89,89,89,DCA-SJU
LGB,HNL,89,90,89,LGB-HNL
LGB,RNO,90,89,89,LGB-RNO
AMA,PHX,89,90,89,AMA-PHX
DTW,PDX,89,89,89,DTW-PDX
SJU,DCA,89,89,89,SJU-DCA
STS,SEA,89,89,89,STS-SEA
ONT,JFK,89,89,89,ONT-JFK
HNL,DEN,89,89,89,HNL-DEN
MEM,LAX,89,90,89,MEM-LAX
HNL,LGB,90,89,89,HNL-LGB
PIE,CVG,89,89,89,PIE-CVG
STS,PDX,89,89,89,STS-PDX
TPA,ROC,90,89,89,TPA-ROC
MDW,TUS,89,90,89,MDW-TUS
HNL,SLC,89,90,89,HNL-SLC
SEA,HLN,90,89,89,SEA-HLN
DAL,CLT,90,89,89,DAL-CLT
HLN,SEA,89,90,89,HLN-SEA
SFO,BZN,88,89,88,SFO-BZN
SAN,MSY,88,89,88,SAN-MSY
RSW,BUF,89,88,88,RSW-BUF
BUF,RSW,88,89,88,BUF-RSW
BTV,ATL,88,88,88,BTV-ATL
DCA,TLH,88,88,88,DCA-TLH
RSW,MCI,97,88,88,RSW-MCI
TTN,PBI,90,88,88,TTN-PBI
DCA,VPS,88,90,88,DCA-VPS
RST,ATL,88,88,88,RST-ATL
ROW,PHX,88,88,88,ROW-PHX
SFO,BFL,89,88,88,SFO-BFL
VPS,DCA,90,88,88,VPS-DCA
BOS,DAL,88,88,88,BOS-DAL
DCA,MYR,88,88,88,DCA-MYR
BNA,SLC,89,88,88,BNA-SLC
LIT,DCA,88,88,88,LIT-DCA
IAH,RIC,89,88,88,IAH-RIC
DCA,LIT,88,88,88,DCA-LIT
LAS,AMA,88,88,88,LAS-AMA
RIC,IAH,88,89,88,RIC-IAH
LEX,IAD,88,91,88,LEX-IAD
AMA,LAS,88,88,88,AMA-LAS
PHX,MFR,88,88,88,PHX-MFR
CLT,HOU,89,88,88,CLT-HOU
DAL,BOS,88,88,88,DAL-BOS
CMH,HOU,88,88,88,CMH-HOU
ACY,MYR,89,88,88,ACY-MYR
PHX,ROW,88,88,88,PHX-ROW
BZN,SFO,89,88,88,BZN-SFO
SMF,STL,88,90,88,SMF-STL
HOU,SNA,88,88,88,HOU-SNA
ATL,GRB,89,88,88,ATL-GRB
GUM,HNL,89,88,88,GUM-HNL
FLL,ORH,88,88,88,FLL-ORH
ORH,FLL,88,88,88,ORH-FLL
MLI,MSP,88,88,88,MLI-MSP
MYR,DCA,88,88,88,MYR-DCA
STL,SMF,90,88,88,STL-SMF
HOU,CMH,88,88,88,HOU-CMH
MSP,MLI,88,88,88,MSP-MLI
IAD,LEX,91,88,88,IAD-LEX
SNA,HOU,88,88,88,SNA-HOU
HOU,CLT,88,89,88,HOU-CLT
EGE,EWR,88,88,88,EGE-EWR
BFL,SFO,88,89,88,BFL-SFO
ATL,RST,88,88,88,ATL-RST
TLH,DCA,88,88,88,TLH-DCA
OAK,MSY,88,88,88,OAK-MSY
GRB,ATL,88,89,88,GRB-ATL
PBI,TTN,88,90,88,PBI-TTN
SLC,BNA,88,89,88,SLC-BNA
HNL,GUM,88,89,88,HNL-GUM
PDX,STL,89,88,88,PDX-STL
MCI,RSW,88,97,88,MCI-RSW
EWR,EGE,88,88,88,EWR-EGE
STL,PDX,88,89,88,STL-PDX
MSY,OAK,88,88,88,MSY-OAK
BDL,MIA,88,89,88,BDL-MIA
MIA,BDL,89,88,88,MIA-BDL
MSY,SAN,89,88,88,MSY-SAN
HOU,OMA,89,88,88,HOU-OMA
ATL,BTV,88,88,88,ATL-BTV
MYR,ACY,88,89,88,MYR-ACY
MFR,PHX,88,88,88,MFR-PHX
OMA,HOU,88,89,88,OMA-HOU
MIA,EGE,90,87,87,MIA-EGE
SEA,SBA,87,87,87,SEA-SBA
PHX,MAF,89,87,87,PHX-MAF
DAY,IAH,87,87,87,DAY-IAH
BHM,BWI,87,90,87,BHM-BWI
CAK,DCA,89,87,87,CAK-DCA
LAX,HDN,89,87,87,LAX-HDN
SEA,OMA,87,87,87,SEA-OMA
EGE,MIA,87,90,87,EGE-MIA
COU,DEN,87,88,87,COU-DEN
SBA,SEA,87,87,87,SBA-SEA
STT,JFK,87,87,87,STT-JFK
PBG,SFB,87,87,87,PBG-SFB
PHX,EUG,89,87,87,PHX-EUG
SBA,DFW,88,87,87,SBA-DFW
GRR,BWI,87,87,87,GRR-BWI
JFK,STT,87,87,87,JFK-STT
LAX,ACV,87,87,87,LAX-ACV
LAX,PRC,87,89,87,LAX-PRC
MYR,BOS,87,87,87,MYR-BOS
SEA,PIT,87,87,87,SEA-PIT
DFW,SBA,87,88,87,DFW-SBA
BOS,BUR,87,87,87,BOS-BUR
DCA,CAK,87,89,87,DCA-CAK
MCO,ONT,90,87,87,MCO-ONT
DEN,COU,88,87,87,DEN-COU
LAS,LBB,89,87,87,LAS-LBB
IND,PGD,87,87,87,IND-PGD
BOI,IAH,87,90,87,BOI-IAH
ACV,LAX,87,87,87,ACV-LAX
OKC,IAD,87,89,87,OKC-IAD
PIB,MEI,175,87,87,PIB-MEI
BOS,MYR,87,87,87,BOS-MYR
IAH,BOI,90,87,87,IAH-BOI
RSW,BNA,87,87,87,RSW-BNA
PIT,SEA,87,87,87,PIT-SEA
PRC,LAX,89,87,87,PRC-LAX
BNA,RSW,87,87,87,BNA-RSW
ONT,MCO,87,90,87,ONT-MCO
BWI,BHM,90,87,87,BWI-BHM
BUR,BOS,87,87,87,BUR-BOS
IAD,OKC,89,87,87,IAD-OKC
MSP,CIU,87,87,87,MSP-CIU
PGD,IND,87,87,87,PGD-IND
SJC,STL,87,89,87,SJC-STL
HDN,LAX,87,89,87,HDN-LAX
IAH,DAY,87,87,87,IAH-DAY
MEI,PIB,87,175,87,MEI-PIB
EUG,PHX,87,89,87,EUG-PHX
MAF,PHX,87,89,87,MAF-PHX
STL,SJC,89,87,87,STL-SJC
BWI,GRR,87,87,87,BWI-GRR
CIU,MSP,87,87,87,CIU-MSP
LBB,LAS,87,89,87,LBB-LAS
SFB,PBG,87,87,87,SFB-PBG
OMA,SEA,87,87,87,OMA-SEA
BDL,STL,88,86,86,BDL-STL
SWF,FLL,86,88,86,SWF-FLL
HOU,JFK,86,89,86,HOU-JFK
LBE,MCO,86,86,86,LBE-MCO
KTN,WRG,86,88,86,KTN-WRG
PHX,LBB,89,86,86,PHX-LBB
WRG,PSG,87,86,86,WRG-PSG
SAN,GEG,86,89,86,SAN-GEG
DFW,HRL,87,86,86,DFW-HRL
GRR,IAD,87,86,86,GRR-IAD
BUF,PHX,86,89,86,BUF-PHX
HRL,DFW,86,87,86,HRL-DFW
GEG,SAN,89,86,86,GEG-SAN
CYS,DFW,87,86,86,CYS-DFW
MSN,SFO,86,90,86,MSN-SFO
OKC,SFO,88,86,86,OKC-SFO
EWR,JAC,87,86,86,EWR-JAC
HPN,TPA,86,86,86,HPN-TPA
STL,BDL,86,88,86,STL-BDL
WRG,KTN,88,86,86,WRG-KTN
LAN,MSP,86,86,86,LAN-MSP
CLT,CMI,87,86,86,CLT-CMI
MSP,LAN,86,86,86,MSP-LAN
SFO,MSN,90,86,86,SFO-MSN
MDW,SJC,87,86,86,MDW-SJC
IAD,GRR,86,87,86,IAD-GRR
PHX,BUF,89,86,86,PHX-BUF
SFO,OKC,86,88,86,SFO-OKC
MCO,LBE,86,86,86,MCO-LBE
DFW,CYS,86,87,86,DFW-CYS
CMI,CLT,86,87,86,CMI-CLT
JFK,HOU,89,86,86,JFK-HOU
LBB,PHX,86,89,86,LBB-PHX
SJC,MDW,86,87,86,SJC-MDW
PSG,WRG,86,87,86,PSG-WRG
FLL,SWF,88,86,86,FLL-SWF
JAC,EWR,86,87,86,JAC-EWR
TPA,HPN,86,86,86,TPA-HPN
DCA,ILM,86,85,85,DCA-ILM
PIT,DAL,85,89,85,PIT-DAL
ORD,GEG,85,85,85,ORD-GEG
CLT,SMF,85,85,85,CLT-SMF
PSG,JNU,85,87,85,PSG-JNU
PIE,IND,85,85,85,PIE-IND
ONT,MDW,85,85,85,ONT-MDW
DCA,JAN,88,85,85,DCA-JAN
MEI,ORD,85,87,85,MEI-ORD
IND,PIE,85,85,85,IND-PIE
MDW,ONT,85,85,85,MDW-ONT
DAL,DTW,87,85,85,DAL-DTW
ATW,DEN,86,85,85,ATW-DEN
OAK,SAT,85,89,85,OAK-SAT
ORD,MQT,85,85,85,ORD-MQT
JAN,DCA,85,88,85,JAN-DCA
DAL,PIT,89,85,85,DAL-PIT
ORD,MEI,87,85,85,ORD-MEI
